Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.,,,,,,
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees),,,,,,
1,11263.7,0,56:13.3,02:30.1,3.33,00:00.0,0,23,1096,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2104768,0.1329688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3946.2,0,20:02.4,01:52.8,4.43,00:00.0,0,29.5,348,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2210369,0.1615781,,,,,,
1,3955.6,0,20:04.4,01:52.3,4.45,00:00.0,0,29.5,349,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2210039,0.1614519,,,,,,
1,3964.6,0,20:06.4,01:48.6,4.6,00:00.0,0,29.5,350,9,0,---,---,---,---,---,---,---,---,---,---,52.2209732,0.1613294,,,,,,
1,3973.4,0,20:08.4,01:48.2,4.62,00:00.0,0,30.5,351,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2209456,0.1612083,,,,,,
1,3982.5,0,20:10.4,01:50.6,4.52,00:00.0,0,29.5,352,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2209133,0.1610859,,,,,,
1,3991.4,0,20:12.4,01:50.6,4.52,00:00.0,0,30.5,353,9,0,---,---,---,---,---,---,---,---,---,---,52.2208822,0.1609645,,,,,,
1,4000.3,0,20:14.4,01:49.1,4.58,00:00.0,0,29.5,354,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2208537,0.1608426,,,,,,
1,4009.5,0,20:16.4,01:50.1,4.54,00:00.0,0,31,355,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2208265,0.1607153,,,,,,
1,4018.2,0,20:18.4,01:49.8,4.55,00:00.0,0,30.5,356,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2208066,0.1605927,,,,,,
1,4026.8,0,20:20.4,01:50.3,4.53,00:00.0,0,29.5,357,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2207911,0.1604697,,,,,,
1,4035.7,0,20:22.4,01:52.8,4.43,00:00.0,0,29.5,358,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2207726,0.1603426,,,,,,
1,4044.4,0,20:24.4,01:53.1,4.42,00:00.0,0,29.5,359,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2207561,0.1602171,,,,,,
1,4052.6,0,20:26.4,01:53.1,4.42,00:00.0,0,30.5,360,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2207401,0.1600997,,,,,,
1,4061.5,0,20:28.4,01:54.4,4.37,00:00.0,0,29.5,361,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2207233,0.1599723,,,,,,
1,4070.2,0,20:30.4,01:52.8,4.43,00:00.0,0,30.5,362,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2207055,0.1598476,,,,,,
1,4079.2,0,20:32.4,01:51.1,4.5,00:00.0,0,29.5,363,9,0,---,---,---,---,---,---,---,---,---,---,52.2206813,0.1597214,,,,,,
1,4087.7,0,20:34.4,01:51.6,4.48,00:00.0,0,30.5,364,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2206604,0.1596023,,,,,,
1,4096.4,0,20:36.4,01:53.3,4.41,00:00.0,0,28.5,365,8.7,0,---,---,---,---,---,---,---,---,---,---,52.22064,0.1594797,,,,,,
1,4105.1,0,20:38.4,01:54.6,4.36,00:00.0,0,29.5,366,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2206238,0.1593551,,,,,,
1,4114.2,0,20:40.6,01:55.4,4.33,00:00.0,0,29.5,367,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2206031,0.1592247,,,,,,
1,4123.4,0,20:42.6,01:55.7,4.32,00:00.0,0,29.5,368,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2205843,0.1590944,,,,,,
1,4131.7,0,20:44.4,01:51.3,4.49,00:00.0,0,30.5,369,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2205666,0.1589755,,,,,,
1,4140.7,0,20:46.4,01:48.4,4.61,00:00.0,0,31,370,9,0,---,---,---,---,---,---,---,---,---,---,52.2205442,0.1588489,,,,,,
1,4149.4,0,20:48.4,01:48.9,4.59,00:00.0,0,30.5,371,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2205249,0.1587252,,,,,,
1,4158.4,0,20:50.4,01:49.1,4.58,00:00.0,0,29.5,372,9,0,---,---,---,---,---,---,---,---,---,---,52.220506,0.1585971,,,,,,
1,4167.1,0,20:52.4,01:48.4,4.61,00:00.0,0,30.5,373,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2204916,0.1584713,,,,,,
1,4175.2,0,20:54.2,01:49.1,4.58,00:00.0,0,30.5,374,8,0,---,---,---,---,---,---,---,---,---,---,52.2204751,0.1583565,,,,,,
1,4184.1,0,20:56.2,01:50.3,4.53,00:00.0,0,30.5,375,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2204595,0.1582286,,,,,,
1,4192.7,0,20:58.2,01:50.1,4.54,00:00.0,0,31,376,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2204426,0.1581045,,,,,,
1,4200.1,0,21:00.0,01:49.8,4.55,00:00.0,0,30.5,377,7.4,0,---,---,---,---,---,---,---,---,---,---,52.2204274,0.1579993,,,,,,
1,4209.6,0,21:02.0,01:49.1,4.58,00:00.0,0,30.5,378,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2204104,0.1578633,,,,,,
1,4218.3,0,21:04.0,01:49.8,4.55,00:00.0,0,30.5,379,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2203936,0.1577385,,,,,,
1,4226.4,0,21:06.0,01:51.1,4.5,00:00.0,0,30.5,380,8.1,0,---,---,---,---,---,---,---,---,---,---,52.22038,0.1576217,,,,,,
1,4236.1,0,21:08.0,01:49.6,4.56,00:00.0,0,30.5,381,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2203618,0.1574829,,,,,,
1,4245.8,0,21:10.2,01:51.1,4.5,00:00.0,0,28.5,382,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2203398,0.1573453,,,,,,
1,4256,0,21:12.8,01:56.5,4.29,00:00.0,0,24.5,383,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2203228,0.1571974,,,,,,
1,4264.8,0,21:15.4,02:07.8,3.91,00:00.0,0,20.5,384,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2203136,0.1570703,,,,,,
1,4968,0,24:48.8,06:27.5,1.29,00:00.0,0,41,449,2,0,---,---,---,---,---,---,---,---,---,---,52.2218885,0.1647838,,,,,,
1,4974.9,0,24:51.4,03:51.4,2.16,00:00.0,0,23,450,6.9,0,---,---,---,---,---,---,---,---,---,---,52.2218658,0.164689,,,,,,
1,4982.8,0,24:53.8,03:06.5,2.68,00:00.0,0,27.5,451,7.9,0,---,---,---,---,---,---,---,---,---,---,52.221834,0.1645862,,,,,,
1,4990.3,0,24:55.8,02:28.8,3.36,00:00.0,0,28.5,452,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2218063,0.1644848,,,,,,
1,4998.5,0,24:57.8,02:10.5,3.83,00:00.0,0,30.5,453,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2217771,0.1643749,,,,,,
1,5006.6,0,24:59.8,02:04.3,4.02,00:00.0,0,30.5,454,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2217445,0.1642685,,5006.6,,,,
1,5014.7,0,25:01.6,01:59.9,4.17,00:00.0,0,30.5,455,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2217164,0.1641593,,5499,,,,
1,5023.5,0,25:03.6,01:55.7,4.32,00:00.0,0,30.5,456,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2216826,0.164042,,492.4,,,,
1,5032.3,0,25:05.6,01:53.8,4.39,00:00.0,0,31,457,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2216477,0.1639272,,Between 480-490m,,,,
1,5041.1,0,25:07.5,01:52.6,4.44,00:00.0,0,30.5,458,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2216133,0.1638113,,,,,,
1,5050,0,25:09.4,01:48.9,4.59,00:00.0,0,30.5,459,9,0,---,---,---,---,---,---,---,---,---,---,52.2215794,0.1636921,,,,,,
1,5059.1,0,25:11.4,01:47.5,4.65,00:00.0,0,30.5,460,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2215447,0.1635719,,,,,,
1,5067.3,0,25:13.4,01:48.2,4.62,00:00.0,0,30.5,461,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2215166,0.1634604,,"52.221814, ",0.164065,,,
1,5077,0,25:15.4,01:47.0,4.67,00:00.0,0,32,462,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2214825,0.1633298,,"52.221761, ",0.164116,,,
1,5085.2,0,25:17.2,01:48.4,4.61,00:00.0,0,30.5,463,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2214528,0.1632199,,52.2217445,0.1642685,,,
1,5094,0,25:19.4,01:49.8,4.55,00:00.0,0,30.5,464,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2214217,0.1631008,,52.2203265,0.1574583,,,
1,5102.7,0,25:21.0,01:49.1,4.58,00:00.0,0,32,465,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2213921,0.1629825,,,,,,
1,5112.2,0,25:23.0,01:47.7,4.64,00:00.0,0,30.5,466,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2213588,0.1628549,,,,,,
1,5120.5,0,25:24.8,01:47.0,4.67,00:00.0,0,32,467,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2213277,0.1627431,,,,,,
1,5129.7,0,25:26.8,01:49.1,4.58,00:00.0,0,30.5,468,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2212934,0.1626217,,,,,,
1,5138,0,25:28.6,01:48.6,4.6,00:00.0,0,31,469,8.3,0,---,---,---,---,---,---,---,---,---,---,52.221261,0.1625115,,,,,,
1,5147,0,25:30.6,01:47.9,4.63,00:00.0,0,32,470,9,0,---,---,---,---,---,---,---,---,---,---,52.2212256,0.1623922,,,,,,
1,5156.1,0,25:32.6,01:48.9,4.59,00:00.0,0,30.5,471,9.1,0,---,---,---,---,---,---,---,---,---,---,52.221195,0.1622686,,,,,,
1,5163.9,0,25:34.4,01:48.9,4.59,00:00.0,0,32,472,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2211687,0.1621625,,,,,,
1,5173.4,0,25:36.4,01:47.0,4.67,00:00.0,0,30.5,473,9.5,0,---,---,---,---,---,---,---,---,---,---,52.221134,0.162035,,,,,,
1,5182,0,25:38.4,01:48.6,4.6,00:00.0,0,30.5,474,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2211015,0.161921,,,,,,
1,5190.3,0,25:40.4,01:52.8,4.43,00:00.0,0,30.5,475,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2210758,0.1618075,,,,,,
1,5199.1,0,25:42.2,01:51.8,4.47,00:00.0,0,30.5,476,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2210483,0.1616864,,,,,,
1,5208.1,0,25:44.2,01:52.6,4.44,00:00.0,0,30.5,477,9,0,---,---,---,---,---,---,---,---,---,---,52.2210196,0.1615636,,,,,,
1,5216.8,0,25:46.4,01:54.6,4.36,00:00.0,0,31,478,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2209896,0.1614445,,,,,,
1,5224.9,0,25:48.0,01:54.1,4.38,00:00.0,0,32,479,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2209621,0.1613349,,,,,,
1,5233.7,0,25:50.0,01:53.6,4.4,00:00.0,0,29.5,480,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2209341,0.1612148,,,,,,
1,5241.9,0,25:52.0,01:54.4,4.37,00:00.0,0,30.5,481,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2209089,0.1611011,,,,,,
1,5250.8,0,25:54.0,01:57.3,4.26,00:00.0,0,30.5,482,8.9,0,---,---,---,---,---,---,---,---,---,---,52.220881,0.1609796,,,,,,
1,5259.2,0,25:56.0,01:56.2,4.3,00:00.0,0,30.5,483,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2208573,0.1608619,,,,,,
1,5267.2,0,25:57.8,01:53.3,4.41,00:00.0,0,29.5,484,8,0,---,---,---,---,---,---,---,---,---,---,52.220838,0.1607485,,,,,,
1,5276,0,25:59.8,01:54.4,4.37,00:00.0,0,30.5,485,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2208167,0.1606253,,,,,,
1,5284.8,0,26:01.8,01:54.4,4.37,00:00.0,0,30.5,486,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2207897,0.1605033,,,,,,
1,5293.9,0,26:03.8,01:51.3,4.49,00:00.0,0,29.5,487,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2207714,0.1603738,,,,,,
1,5303.2,0,26:05.8,01:50.6,4.52,00:00.0,0,29.5,488,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2207514,0.1602409,,,,,,
1,5311.7,0,26:07.8,01:51.8,4.47,00:00.0,0,30.5,489,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2207345,0.1601193,,,,,,
1,5321,0,26:09.8,01:52.1,4.46,00:00.0,0,29.5,490,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2207112,0.1599894,,,,,,
1,5330.1,0,26:11.8,01:52.1,4.46,00:00.0,0,30.5,491,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2206894,0.1598598,,,,,,
1,5339.2,0,26:13.8,01:51.3,4.49,00:00.0,0,31,492,9.1,0,---,---,---,---,---,---,---,---,---,---,52.220665,0.1597326,,,,,,
1,5348.1,0,26:15.8,01:50.1,4.54,00:00.0,0,29.5,493,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2206445,0.1596059,,,,,,
1,5357,0,26:17.8,01:52.3,4.45,00:00.0,0,29.5,494,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2206222,0.1594815,,,,,,
1,5365.2,0,26:19.7,01:54.4,4.37,00:00.0,0,30.5,495,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2206005,0.1593657,,,,,,
1,5375,0,26:21.8,01:53.1,4.42,00:00.0,0,29.5,496,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2205725,0.1592306,,,,,,
1,5384.3,0,26:23.8,01:52.1,4.46,00:00.0,0,30.5,497,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2205488,0.1590997,,,,,,
1,5392.5,0,26:25.7,01:50.6,4.52,00:00.0,0,29.5,498,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2205309,0.1589821,,,,,,
1,5402.2,0,26:27.8,01:50.3,4.53,00:00.0,0,30.5,499,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2205098,0.1588449,,,,,,
1,5411.3,0,26:29.8,01:52.1,4.46,00:00.0,0,29.5,500,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2204862,0.158717,,,,,,
1,5419.6,0,26:31.7,01:52.1,4.46,00:00.0,0,30.5,501,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2204675,0.1585989,,,,,,
1,5428.8,0,26:33.6,01:50.3,4.53,00:00.0,0,30.5,502,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2204461,0.1584689,,,,,,
1,5437.9,0,26:35.6,01:50.6,4.52,00:00.0,0,29.5,503,9.1,0,---,---,---,---,---,---,---,---,---,---,52.22043,0.1583377,,,,,,
1,5446.1,0,26:37.5,01:52.6,4.44,00:00.0,0,30.5,504,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2204152,0.1582196,,,,,,
1,5455.9,0,26:39.6,01:51.1,4.5,00:00.0,0,30.5,505,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2203954,0.1580805,,,,,,
1,5464.7,0,26:41.6,01:50.8,4.51,00:00.0,0,29.5,506,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2203801,0.1579537,,,,,,
1,5472,0,26:43.4,01:53.6,4.4,00:00.0,0,30.5,507,7.3,0,---,---,---,---,---,---,---,---,---,---,52.220368,0.1578483,,,,,,
1,5482.3,0,26:45.6,01:52.3,4.45,00:00.0,0,29.5,508,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2203525,0.1576992,,,,,,
1,5491.2,0,26:47.6,01:50.8,4.51,00:00.0,0,30.5,509,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203403,0.1575698,,,,,,
1,5499,0,26:49.4,01:51.1,4.5,00:00.0,0,29.5,510,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2203265,0.1574583,,Finish,,,,
1,5510.5,0,26:52.0,01:50.6,4.52,00:00.0,0,25.5,511,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2203092,0.1572925,,,,,,
1,5520,0,26:54.6,01:59.6,4.18,00:00.0,0,23,512,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2202959,0.1571548,,,,,,
1,5529.4,0,26:57.4,02:16.9,3.65,00:00.0,0,20.5,513,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2202823,0.1570183,,,,,,
1,6196.9,0,31:01.0,02:18.8,3.6,00:00.0,0,18,590,12.2,0,---,---,---,---,---,---,---,---,---,---,52.2216012,0.1639898,,,,,,
1,6223.1,0,31:11.0,16:01.5,0.52,00:00.0,0,25.5,591,26.2,0,---,---,---,---,---,---,---,---,---,---,52.2219513,0.1649826,,,,,,
1,6225.3,0,31:12.2,06:49.8,1.22,00:00.0,0,33.5,592,2.1,0,---,---,---,---,---,---,---,---,---,---,52.2219437,0.1649539,,,,,,
1,6231.8,0,31:14.9,04:08.7,2.01,00:00.0,0,23.5,593,6.5,0,---,---,---,---,---,---,---,---,---,---,52.2219269,0.1648625,,,,,,
1,6239,0,31:17.2,03:12.3,2.6,00:00.0,0,25.5,594,7.2,0,---,---,---,---,---,---,---,---,---,---,52.2219001,0.1647666,,,,,,
1,6246.7,0,31:19.4,02:38.7,3.15,00:00.0,0,28.5,595,7.7,0,---,---,---,---,---,---,---,---,---,---,52.2218779,0.164659,,,,,,
1,6253.9,0,31:21.2,02:20.8,3.55,00:00.0,0,30.5,596,7.2,0,---,---,---,---,---,---,---,---,---,---,52.2218516,0.1645622,,,,,,
1,6262.3,0,31:23.2,02:07.2,3.93,00:00.0,0,32,597,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2218212,0.1644497,,,,,,
1,6271,0,31:25.2,02:00.7,4.14,00:00.0,0,30.5,598,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2217927,0.1643301,,,,,,
1,6278.3,0,31:26.9,01:56.8,4.28,00:00.0,0,32,599,7.2,0,---,---,---,---,---,---,---,---,---,---,52.2217664,0.1642332,,,,,,
1,6287.6,0,31:28.8,01:52.3,4.45,00:00.0,0,32,600,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2217326,0.1641086,,,,,,
1,6296.9,0,31:30.8,01:49.1,4.58,00:00.0,0,32,601,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2216994,0.163983,,,,,,
1,6305.6,0,31:32.8,01:49.4,4.57,00:00.0,0,32,602,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2216658,0.1638685,,,,,,
1,6314.8,0,31:34.6,01:47.7,4.64,00:00.0,0,32,603,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2216309,0.1637448,,,,,,
1,6323.1,0,31:36.4,01:46.6,4.69,00:00.0,0,30.5,604,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2215974,0.1636364,,,,,,
1,6331.9,0,31:38.2,01:47.7,4.64,00:00.0,0,32,605,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2215624,0.1635214,,,,,,
1,6341,0,31:40.2,01:49.1,4.58,00:00.0,0,32,606,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2215273,0.1634012,,,,,,
1,6348.6,0,31:41.9,01:49.6,4.56,00:00.0,0,32,607,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2215012,0.1632982,,,,,,
1,6358.6,0,31:44.0,01:47.2,4.66,00:00.0,0,32,608,10,0,---,---,---,---,---,---,---,---,---,---,52.2214706,0.1631605,,,,,,
1,6367.1,0,31:45.8,01:47.9,4.63,00:00.0,0,30.5,609,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2214454,0.1630421,,,,,,
1,6375.4,0,31:47.8,01:48.2,4.62,00:00.0,0,32,610,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2214204,0.1629276,,,,,,
1,6384.6,0,31:49.6,01:46.3,4.7,00:00.0,0,30.5,611,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2213896,0.1628023,,,,,,
1,6393.3,0,31:51.6,01:49.1,4.58,00:00.0,0,32,612,8.7,0,---,---,---,---,---,---,---,---,---,---,52.221354,0.162689,,,,,,
1,6401.5,0,31:53.4,01:51.8,4.47,00:00.0,0,30.5,613,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2213267,0.1625771,,,,,,
1,6410.4,0,31:55.4,01:51.6,4.48,00:00.0,0,31,614,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2212963,0.1624566,,,,,,
1,6419.3,0,31:57.4,01:52.1,4.46,00:00.0,0,30.5,615,9,0,---,---,---,---,---,---,---,---,---,---,52.2212615,0.1623377,,,,,,
1,6428.4,0,31:59.4,01:53.3,4.41,00:00.0,0,29.5,616,9,0,---,---,---,---,---,---,---,---,---,---,52.2212236,0.1622211,,,,,,
1,6437.2,0,32:01.4,01:54.1,4.38,00:00.0,0,30.5,617,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2211889,0.1621044,,,,,,
1,6446,0,32:03.4,01:52.8,4.43,00:00.0,0,31,618,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2211519,0.16199,,,,,,
1,6454.5,0,32:05.4,01:52.1,4.46,00:00.0,0,29.5,619,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2211227,0.1618749,,,,,,
1,6463,0,32:07.4,01:55.2,4.34,00:00.0,0,28.5,620,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2210952,0.1617592,,,,,,
1,6472.2,0,32:09.6,01:58.4,4.22,00:00.0,0,29.5,621,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2210636,0.1616347,,,,,,
1,6480.8,0,32:11.8,01:58.4,4.22,00:00.0,0,28.5,622,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2210326,0.1615194,,,,,,
1,6489.1,0,32:13.6,02:00.1,4.16,00:00.0,0,29.5,623,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2210028,0.1614078,,,,,,
1,6497.9,0,32:15.6,02:01.0,4.13,00:00.0,0,28.5,624,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2209685,0.1612906,,,,,,
1,6506.6,0,32:17.8,01:56.8,4.28,00:00.0,0,29.5,625,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2209458,0.1611699,,,,,,
1,6515.6,0,32:19.8,01:56.5,4.29,00:00.0,0,29.5,626,9,0,---,---,---,---,---,---,---,---,---,---,52.2209175,0.1610455,,,,,,
1,6524,0,32:21.8,01:59.9,4.17,00:00.0,0,30.5,627,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2208941,0.1609274,,,,,,
1,6531.4,0,32:23.9,02:02.2,4.09,00:00.0,0,28.5,628,7.4,0,---,---,---,---,---,---,---,---,---,---,52.2208717,0.1608251,,,,,,
1,6540.8,0,32:26.0,02:02.5,4.08,00:00.0,0,28.5,629,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2208515,0.1606911,,,,,,
1,6549.3,0,32:28.0,02:03.1,4.06,00:00.0,0,28.5,630,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2208243,0.1605752,,,,,,
1,6558,0,32:30.1,02:00.1,4.16,00:00.0,0,29.5,631,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2208046,0.1604517,,,,,,
1,6566.4,0,32:32.0,01:54.4,4.37,00:00.0,0,32,632,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2207807,0.1603339,,,,,,
1,6574.8,0,32:34.0,01:55.2,4.34,00:00.0,0,29.5,633,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2207621,0.1602154,,,,,,
1,6582.8,0,32:35.9,01:57.0,4.27,00:00.0,0,30.5,634,8,0,---,---,---,---,---,---,---,---,---,---,52.2207437,0.1601023,,,,,,
1,6592.8,0,32:38.0,01:54.1,4.38,00:00.0,0,29.5,635,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2207204,0.15996,,,,,,
1,6602.2,0,32:40.0,01:52.8,4.43,00:00.0,0,29.5,636,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2206948,0.1598293,,,,,,
1,6610.2,0,32:41.9,01:54.4,4.37,00:00.0,0,29.5,637,8,0,---,---,---,---,---,---,---,---,---,---,52.2206688,0.1597199,,,,,,
1,6620.3,0,32:44.0,01:53.6,4.4,00:00.0,0,31,638,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2206384,0.1595799,,,,,,
1,6629.6,0,32:46.0,01:51.8,4.47,00:00.0,0,29.5,639,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2206114,0.1594506,,,,,,
1,6637.6,0,32:47.9,01:51.3,4.49,00:00.0,0,29.5,640,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2205945,0.1593375,,,,,,
1,6647,0,32:50.0,01:51.1,4.5,00:00.0,0,31,641,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2205704,0.1592048,,,,,,
1,6655.7,0,32:52.0,01:51.3,4.49,00:00.0,0,29.5,642,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2205521,0.1590804,,,,,,
1,6664.1,0,32:53.9,01:52.1,4.46,00:00.0,0,30.5,643,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2205354,0.1589613,,,,,,
1,6673.7,0,32:56.0,01:50.3,4.53,00:00.0,0,29.5,644,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2205113,0.1588252,,,,,,
1,6682.8,0,32:58.0,01:51.6,4.48,00:00.0,0,30.5,645,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2204843,0.1586995,,,,,,
1,6691,0,32:59.9,01:52.3,4.45,00:00.0,0,29.5,646,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2204644,0.1585833,,,,,,
1,6700.5,0,33:02.0,01:50.1,4.54,00:00.0,0,30.5,647,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2204449,0.1584476,,,,,,
1,6709.4,0,33:04.0,01:51.3,4.49,00:00.0,0,29.5,648,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2204297,0.1583192,,,,,,
1,6716.7,0,33:05.8,01:52.3,4.45,00:00.0,0,30.5,649,7.3,0,---,---,---,---,---,---,---,---,---,---,52.2204181,0.158214,,,,,,
