Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.,,,,,,
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees),,,,,,
1,11263.7,0,56:13.3,02:30.1,3.33,00:00.0,0,23,1096,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2104768,0.1329688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8288.9,0,41:01.0,02:02.8,4.07,00:00.0,0,21,814,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2204204,0.1590341,,,,,,
1,8299.4,0,41:03.8,02:12.2,3.78,00:00.0,0,20.5,815,10.4,0,---,---,---,---,---,---,---,---,---,---,52.220435,0.1591854,,,,,,
1,8310.6,0,41:07.0,02:18.5,3.61,00:00.0,0,19.5,816,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2204534,0.1593483,,,,,,
1,8321.8,0,41:10.2,02:22.4,3.51,00:00.0,0,19.5,817,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2204749,0.1595082,,,,,,
1,8332.2,0,41:13.2,02:24.9,3.45,00:00.0,0,18.5,818,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2204979,0.1596566,,,,,,
1,8344,0,41:16.6,02:25.7,3.43,00:00.0,0,18.5,819,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2205276,0.1598212,,,,,,
1,8355.2,0,41:19.8,02:25.3,3.44,00:00.0,0,18,820,11.3,0,---,---,---,---,---,---,---,---,---,---,52.220554,0.1599806,,,,,,
1,8366.8,0,41:23.2,02:24.9,3.45,00:00.0,0,18.5,821,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2205873,0.1601417,,,,,,
1,8378.3,0,41:26.4,02:25.7,3.43,00:00.0,0,18,822,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2206277,0.1602973,,,,,,
1,8390.2,0,41:30.0,02:24.5,3.46,00:00.0,0,18,823,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2206613,0.1604618,,,,,,
1,8401.3,0,41:33.1,02:22.8,3.5,00:00.0,0,17.5,824,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2206934,0.1606172,,,,,,
1,8413.7,0,41:36.6,02:22.4,3.51,00:00.0,0,18,825,12.3,0,---,---,---,---,---,---,---,---,---,---,52.2207342,0.1607854,,,,,,
1,8425.1,0,41:39.8,02:22.8,3.5,00:00.0,0,17.5,826,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2207742,0.1609396,,,,,,
1,8436.9,0,41:43.2,02:23.2,3.49,00:00.0,0,17.5,827,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2208171,0.1610975,,,,,,
1,8448.9,0,41:46.6,02:22.4,3.51,00:00.0,0,18,828,12,0,---,---,---,---,---,---,---,---,---,---,52.2208604,0.1612593,,,,,,
1,8461.4,0,41:50.0,02:20.8,3.55,00:00.0,0,18,829,12.5,0,---,---,---,---,---,---,---,---,---,---,52.2209077,0.1614252,,,,,,
1,8472.9,0,41:53.2,02:19.6,3.58,00:00.0,0,18.5,830,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2209511,0.1615785,,,,,,
1,8485,0,41:56.6,02:20.0,3.57,00:00.0,0,18,831,12.1,0,---,---,---,---,---,---,---,---,---,---,52.2209965,0.1617393,,,,,,
1,8496.3,0,42:00.0,02:21.2,3.54,00:00.0,0,18,832,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2210398,0.1618887,,,,,,
1,8507.4,0,42:03.2,02:22.0,3.52,00:00.0,0,18,833,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2210828,0.162036,,,,,,
1,8519.6,0,42:06.4,02:20.8,3.55,00:00.0,0,18,834,12.2,0,---,---,---,---,---,---,---,---,---,---,52.2211338,0.1621943,,,,,,
1,8531.4,0,42:09.8,02:20.8,3.55,00:00.0,0,18,835,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2211783,0.162351,,,,,,
1,8542.8,0,42:13.2,02:23.2,3.49,00:00.0,0,17.5,836,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2212176,0.1625065,,,,,,
1,8554.6,0,42:16.6,02:24.5,3.46,00:00.0,0,17.5,837,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2212567,0.1626675,,,,,,
1,8566.3,0,42:20.0,02:24.9,3.45,00:00.0,0,18,838,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2212974,0.1628248,,,,,,
1,8578.1,0,42:23.4,02:24.5,3.46,00:00.0,0,17.5,839,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2213399,0.1629838,,,,,,
1,8589.5,0,42:27.0,02:26.1,3.42,00:00.0,0,18,840,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2213792,0.1631384,,,,,,
1,8600.2,0,42:30.0,02:26.6,3.41,00:00.0,0,17.5,841,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2214187,0.163281,,,,,,
1,8612.6,0,42:33.4,02:22.8,3.5,00:00.0,0,18,842,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2214623,0.1634488,,,,,,
1,8624.7,0,42:36.8,02:20.8,3.55,00:00.0,0,18,843,12.1,0,---,---,---,---,---,---,---,---,---,---,52.221506,0.1636108,,,,,,
1,8636.9,0,42:40.2,02:21.2,3.54,00:00.0,0,18,844,12.1,0,---,---,---,---,---,---,---,---,---,---,52.2215496,0.1637738,,,,,,
1,8648.2,0,42:43.4,02:21.6,3.53,00:00.0,0,18,845,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2215897,0.1639264,,,,,,
1,8659.7,0,42:46.8,02:22.0,3.52,00:00.0,0,18,846,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2216261,0.1640848,,,,,,
1,8685.4,0,42:56.6,04:01.5,2.07,00:00.0,0,27.5,847,25.7,0,---,---,---,---,---,---,---,---,---,---,52.2219222,0.1646506,,,,,,
1,8687.9,0,42:57.8,05:54.6,1.41,00:00.0,0,41,848,2.5,0,---,---,---,---,---,---,---,---,---,---,52.2219112,0.1646188,,,,,,
1,8695.2,0,43:00.4,03:37.3,2.3,00:00.0,0,24.5,849,7.3,0,---,---,---,---,---,---,---,---,---,---,52.2218825,0.164522,,,,,,
1,8702.3,0,43:02.4,02:54.2,2.87,00:00.0,0,28.5,850,7.1,0,---,---,---,---,---,---,---,---,---,---,52.2218579,0.1644259,,,,,,
1,8710.5,0,43:04.4,02:20.8,3.55,00:00.0,0,32,851,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2218235,0.164319,,,,,,
1,8718.7,0,43:06.2,02:02.8,4.07,00:00.0,0,32,852,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2217909,0.1642122,,"52.221814, ",0.164065,,,
1,8726.7,0,43:08.0,01:52.8,4.43,00:00.0,0,30.5,853,8,0,---,---,---,---,---,---,---,---,---,---,52.2217611,0.1641048,,"52.221761, ",0.164116,,,
1,8735.7,0,43:10.0,01:50.3,4.53,00:00.0,0,32,854,9,0,---,---,---,---,---,---,---,---,---,---,52.2217263,0.1639863,,52.2217445,0.1642685,,,
1,8744.5,0,43:12.0,01:52.3,4.45,00:00.0,0,31,855,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2216901,0.1638707,,52.2203265,0.1574583,,,
1,8752,0,43:13.8,01:52.8,4.43,00:00.0,0,30.5,856,7.5,0,---,---,---,---,---,---,---,---,---,---,52.2216601,0.1637725,,,,,,
1,8761.7,0,43:15.8,01:50.1,4.54,00:00.0,0,30.5,857,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2216223,0.163645,,,,,,
1,8770.7,0,43:17.8,01:50.6,4.52,00:00.0,0,31,858,9,0,---,---,---,---,---,---,---,---,---,---,52.2215879,0.1635252,,,487.3,,,01:55.7
1,8778.9,0,43:19.8,01:51.3,4.49,00:00.0,0,30.5,859,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2215578,0.1634161,,,,,,
1,8788.5,0,43:21.8,01:48.9,4.59,00:00.0,0,30.5,860,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2215211,0.163287,,,,,,01:53.4
1,8796.8,0,43:23.6,01:49.6,4.56,00:00.0,0,31,861,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2214884,0.1631784,,,,,,
1,8805.5,0,43:25.8,01:51.6,4.48,00:00.0,0,29.5,862,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2214552,0.1630623,,,,,,
1,8814.2,0,43:27.6,01:52.1,4.46,00:00.0,0,31,863,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2214235,0.1629463,,,,,,
1,8822.9,0,43:29.6,01:53.1,4.42,00:00.0,0,30.5,864,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2213918,0.1628298,,,,,,
1,8830.9,0,43:31.4,01:53.1,4.42,00:00.0,0,32,865,8,0,---,---,---,---,---,---,---,---,---,---,52.2213621,0.1627225,,,,,,
1,8839.7,0,43:33.4,01:53.1,4.42,00:00.0,0,31,866,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2213289,0.1626055,,,,,,
1,8847.8,0,43:35.2,01:53.1,4.42,00:00.0,0,32,867,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2212996,0.162497,,,,,,
1,8856.5,0,43:37.2,01:52.6,4.44,00:00.0,0,30.5,868,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2212695,0.1623799,,,,,,
1,8865.3,0,43:39.2,01:53.3,4.41,00:00.0,0,31,869,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2212385,0.1622611,,,,,,
1,8873.4,0,43:41.0,01:53.6,4.4,00:00.0,0,32,870,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2212076,0.1621537,,,,,,
1,8882.1,0,43:43.0,01:52.3,4.45,00:00.0,0,30.5,871,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2211726,0.1620386,,,,,,
1,8891,0,43:45.0,01:52.8,4.43,00:00.0,0,31,872,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2211366,0.1619231,,,,,,
1,8898.2,0,43:46.8,01:53.3,4.41,00:00.0,0,30.5,873,7.3,0,---,---,---,---,---,---,---,---,---,---,52.2211096,0.1618263,,,,,,
1,8907.6,0,43:48.8,01:53.1,4.42,00:00.0,0,31,874,9.3,0,---,---,---,---,---,---,---,---,---,---,52.221078,0.1616993,,,,,,
1,8916.3,0,43:50.8,01:54.9,4.35,00:00.0,0,30.5,875,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2210432,0.161585,,,,,,
1,8924.1,0,43:52.8,01:53.8,4.39,00:00.0,0,30.5,876,7.8,0,---,---,---,---,---,---,---,---,---,---,52.221018,0.1614776,,,,,,
1,8932.5,0,43:54.6,01:53.3,4.41,00:00.0,0,32,877,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2209914,0.1613619,,,,,,
1,8940.9,0,43:56.6,01:56.5,4.29,00:00.0,0,29.5,878,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2209645,0.1612482,,,,,,
1,8949.5,0,43:58.8,01:56.8,4.28,00:00.0,0,30.5,879,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2209325,0.1611326,,,,,,
1,8957.4,0,44:00.4,01:54.6,4.36,00:00.0,0,31,880,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2209071,0.1610243,,,,,,
1,8965.9,0,44:02.4,01:54.9,4.35,00:00.0,0,32,881,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2208798,0.1609077,,,,,,
1,8974.6,0,44:04.4,01:55.7,4.32,00:00.0,0,30.5,882,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2208502,0.1607901,,,,,,
1,8982.4,0,44:06.2,01:55.4,4.33,00:00.0,0,32,883,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2208314,0.1606804,,,,,,
1,8990,0,44:08.0,01:55.7,4.32,00:00.0,0,30.5,884,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2208139,0.1605722,,,,,,
1,8998.7,0,44:10.0,01:55.2,4.34,00:00.0,0,30.5,885,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2207979,0.1604482,,,,,,
1,9007.3,0,44:12.0,01:55.7,4.32,00:00.0,0,32,886,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2207772,0.1603258,,,,,,
1,9014.5,0,44:13.8,01:55.7,4.32,00:00.0,0,30.5,887,7.2,0,---,---,---,---,---,---,---,---,---,---,52.2207589,0.1602255,,,,,,
1,9023.1,0,44:15.8,01:56.5,4.29,00:00.0,0,30.5,888,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2207451,0.1601002,,,,,,
1,9031.3,0,44:17.8,01:59.6,4.18,00:00.0,0,31,889,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2207266,0.1599844,,,,,,
1,9038.8,0,44:19.8,02:01.3,4.12,00:00.0,0,29.5,890,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2207173,0.1598745,,,,,,
1,9047.4,0,44:21.8,02:00.7,4.14,00:00.0,0,31,891,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2206929,0.1597546,,,,,,
1,9055.4,0,44:23.8,02:02.5,4.08,00:00.0,0,28.5,892,8,0,---,---,---,---,---,---,---,---,---,---,52.2206707,0.1596435,,,,,,
1,9062.7,0,44:25.8,02:05.0,4,00:00.0,0,29.5,893,7.3,0,---,---,---,---,---,---,---,---,---,---,52.2206494,0.1595427,,,,,,
1,9072.1,0,44:28.0,02:03.1,4.06,00:00.0,0,29.5,894,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2206244,0.1594107,,,,,,
1,9080.4,0,44:30.0,02:02.5,4.08,00:00.0,0,29.5,895,8.3,0,---,---,---,---,---,---,---,---,---,---,52.220605,0.1592937,,,,,,
1,9088,0,44:31.9,02:04.0,4.03,00:00.0,0,29.5,896,7.7,0,---,---,---,---,---,---,---,---,---,---,52.2205905,0.1591838,,,,,,
1,9097.1,0,44:34.0,02:01.3,4.12,00:00.0,0,29.5,897,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2205669,0.1590563,,,,,,
1,9105.2,0,44:36.0,01:59.0,4.2,00:00.0,0,29.5,898,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2205462,0.1589423,,,,,,
1,9113,0,44:37.9,01:59.6,4.18,00:00.0,0,29.5,899,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2205249,0.1588335,,,,,,
1,9122.2,0,44:40.0,01:57.9,4.24,00:00.0,0,29.5,900,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2205031,0.1587034,,,,,,
1,9131.4,0,44:42.2,01:58.2,4.23,00:00.0,0,29.5,901,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2204864,0.1585712,,,,,,
1,9139.2,0,44:44.0,01:59.9,4.17,00:00.0,0,31,902,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2204755,0.1584587,,,,,,
1,9147.5,0,44:46.0,01:57.0,4.27,00:00.0,0,30.5,903,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2204625,0.1583387,,,,,,
1,9156.1,0,44:48.0,01:56.0,4.31,00:00.0,0,30.5,904,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2204443,0.1582163,,,,,,
1,9163.4,0,44:49.8,01:55.2,4.34,00:00.0,0,31,905,7.3,0,---,---,---,---,---,---,---,---,---,---,52.2204291,0.1581119,,,,,,
1,9172.6,0,44:51.8,01:53.8,4.39,00:00.0,0,30.5,906,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2204144,0.1579791,,,,,,
1,9181.3,0,44:53.8,01:55.4,4.33,00:00.0,0,30.5,907,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2204023,0.1578538,,,,,,
1,9189.1,0,44:55.8,01:56.5,4.29,00:00.0,0,31,908,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2203907,0.1577408,,,,,,
1,9197.6,0,44:57.6,01:56.5,4.29,00:00.0,0,32,909,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2203742,0.1576195,,,,,,
1,9205.7,0,44:59.6,01:59.0,4.2,00:00.0,0,30.5,910,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2203601,0.1575021,,,,,,
1,9214,0,45:01.8,02:01.9,4.1,00:00.0,0,28.5,911,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2203412,0.1573845,,,,,,
1,9223.4,0,45:04.2,02:06.5,3.95,00:00.0,0,25.5,912,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2203205,0.1572516,,52.2203265,0.1574583,,,
1,9231.8,0,45:06.8,02:19.6,3.58,00:00.0,0,22.5,913,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2203126,0.1571301,,,,,,
1,9239.8,0,45:09.6,02:39.7,3.13,00:00.0,0,21.5,914,8,0,---,---,---,---,---,---,---,---,---,---,52.2202986,0.1570142,,,,,,
1,9247.3,0,45:12.6,03:02.4,2.74,00:00.0,0,19.5,915,7.5,0,---,---,---,---,---,---,---,---,---,---,52.220272,0.1569136,,,,,,
1,9254.8,0,45:16.0,03:21.6,2.48,00:00.0,0,18,916,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2202385,0.1568174,,,,,,
1,9262.7,0,45:19.4,03:30.0,2.38,00:00.0,0,17,917,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2202118,0.1567114,,,,,,
1,9269.5,0,45:22.9,03:40.2,2.27,00:00.0,0,17,918,6.8,0,---,---,---,---,---,---,---,---,---,---,52.2201776,0.1566289,,,,,,
1,9275.7,0,45:26.6,04:50.6,1.72,00:00.0,0,16.5,919,6.2,0,---,---,---,---,---,---,---,---,---,---,52.2202049,0.1565478,,,,,,
1,9284.8,0,45:30.2,05:14.4,1.59,00:00.0,0,16.5,920,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2201844,0.1564125,,,,,,
1,9294.3,0,45:33.8,04:00.3,2.08,00:00.0,0,16,921,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2201558,0.1562818,,,,,,
1,9303.7,0,45:37.4,03:36.4,2.31,00:00.0,0,17,922,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2201387,0.1561457,,,,,,
1,9313.2,0,45:40.8,03:26.6,2.42,00:00.0,0,17,923,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2201191,0.15601,,,,,,
1,9323.7,0,45:44.2,03:13.0,2.59,00:00.0,0,18,924,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2200927,0.155863,,,,,,
1,9333.9,0,45:47.6,03:02.4,2.74,00:00.0,0,18,925,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2200682,0.1557189,,,,,,
1,9344.3,0,45:51.0,02:54.8,2.86,00:00.0,0,18,926,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2200384,0.1555744,,,,,,
1,9354.7,0,45:54.4,02:50.6,2.93,00:00.0,0,17.5,927,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2199997,0.1554341,,,,,,
1,9364.9,0,45:57.8,02:50.0,2.94,00:00.0,0,17.5,928,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2199642,0.1552964,,,,,,
1,9374.6,0,46:01.0,02:51.2,2.92,00:00.0,0,17.5,929,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2199269,0.1551681,,,,,,
1,9385,0,46:04.8,02:53.0,2.89,00:00.0,0,17.5,930,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2198871,0.1550294,,,,,,
1,9394.6,0,46:07.9,02:52.4,2.9,00:00.0,0,17.5,931,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2198492,0.1549035,,,,,,
1,9405.2,0,46:11.4,02:48.3,2.97,00:00.0,0,17,932,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2198031,0.1547677,,,,,,
1,9415.3,0,46:14.8,02:50.0,2.94,00:00.0,0,17.5,933,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2197555,0.1546419,,,,,,
1,9425.7,0,46:18.2,02:51.8,2.91,00:00.0,0,17,934,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2197055,0.1545132,,,,,,
1,9436.4,0,46:21.8,02:48.9,2.96,00:00.0,0,17.5,935,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2196545,0.1543792,,,,,,
1,9447.1,0,46:25.2,02:45.5,3.02,00:00.0,0,17.5,936,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2196052,0.1542458,,,,,,
1,9457.5,0,46:28.8,02:44.4,3.04,00:00.0,0,18,937,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2195582,0.1541126,,,,,,
1,9467.3,0,46:31.8,02:43.3,3.06,00:00.0,0,17,938,9.8,0,---,---,---,---,---,---,---,---,---,---,52.21951,0.1539926,,,,,,
1,9479.1,0,46:35.4,02:39.7,3.13,00:00.0,0,18,939,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2194548,0.1538449,,,,,,
1,9490,0,46:38.8,02:36.7,3.19,00:00.0,0,17,940,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2194031,0.1537092,,,,,,
1,9501.2,0,46:42.2,02:38.2,3.16,00:00.0,0,18,941,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2193442,0.1535769,,,,,,
1,9511.7,0,46:45.6,02:40.7,3.11,00:00.0,0,17,942,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2192887,0.1534514,,,,,,
1,9522.1,0,46:49.0,02:42.8,3.07,00:00.0,0,17,943,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2192363,0.1533252,,,,,,
1,9533.1,0,46:52.8,02:45.5,3.02,00:00.0,0,17,944,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2191809,0.1531927,,,,,,
1,9543,0,46:56.0,02:45.0,3.03,00:00.0,0,17.5,945,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2191381,0.1530653,,,,,,
1,9553.9,0,46:59.4,02:42.3,3.08,00:00.0,0,17,946,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2190963,0.1529201,,,,,,
1,9563.9,0,47:02.8,02:44.4,3.04,00:00.0,0,18.5,947,10,0,---,---,---,---,---,---,---,---,---,---,52.2190606,0.1527855,,,,,,
1,9574.1,0,47:06.2,02:47.7,2.98,00:00.0,0,17,948,10.2,0,---,---,---,---,---,---,---,---,---,---,52.2190256,0.1526469,,,,,,
1,9584.6,0,47:09.6,02:45.5,3.02,00:00.0,0,17.5,949,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2189977,0.1525011,,,,,,
1,9595.6,0,47:13.2,02:43.9,3.05,00:00.0,0,17,950,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2189723,0.1523444,,,,,,
1,9606,0,47:16.8,02:43.9,3.05,00:00.0,0,17,951,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2189551,0.1521942,,,,,,
1,9617,0,47:20.2,02:43.9,3.05,00:00.0,0,17,952,11,0,---,---,---,---,---,---,---,---,---,---,52.2189336,0.1520372,,,,,,
1,9627.4,0,47:23.6,02:42.3,3.08,00:00.0,0,17,953,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2189117,0.1518892,,,,,,
1,9638.6,0,47:27.2,02:41.2,3.1,00:00.0,0,17,954,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2188933,0.151728,,,,,,
1,9649.4,0,47:30.6,02:40.7,3.11,00:00.0,0,17,955,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2188769,0.1515724,,,,,,
1,9660.1,0,47:34.0,02:39.7,3.13,00:00.0,0,17,956,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2188502,0.1514208,,,,,,
1,9670.9,0,47:37.8,02:42.3,3.08,00:00.0,0,17,957,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2188154,0.1512729,,,,,,
1,9681,0,47:41.1,02:45.5,3.02,00:00.0,0,17,958,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2187844,0.1511336,,,,,,
1,9692.4,0,47:44.8,02:45.5,3.02,00:00.0,0,17,959,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2187429,0.1509808,,,,,,
1,9702.9,0,47:48.2,02:45.5,3.02,00:00.0,0,17,960,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2187061,0.15084,,,,,,
1,9713.5,0,47:51.8,02:47.7,2.98,00:00.0,0,16.5,961,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2186652,0.1506992,,,,,,
1,9724.2,0,47:55.4,02:49.4,2.95,00:00.0,0,17,962,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2186269,0.1505546,,,,,,
1,9735,0,47:59.0,02:50.0,2.94,00:00.0,0,16.5,963,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2185842,0.1504129,,,,,,
1,9745.9,0,48:02.6,02:46.6,3,00:00.0,0,17,964,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2185433,0.1502679,,,,,,
1,9756.6,0,48:06.0,02:45.5,3.02,00:00.0,0,17.5,965,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2185077,0.1501223,,,,,,
1,9767.9,0,48:09.6,02:41.2,3.1,00:00.0,0,17,966,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2184707,0.1499671,,,,,,
1,9779.1,0,48:13.0,02:34.7,3.23,00:00.0,0,17.5,967,11.1,0,---,---,---,---,---,---,---,---,---,---,52.21843,0.1498177,,,,,,
1,9790.5,0,48:16.4,02:32.4,3.28,00:00.0,0,18,968,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2183831,0.1496687,,,,,,
1,9801.3,0,48:19.8,02:31.0,3.31,00:00.0,0,17,969,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2183392,0.149528,,,,,,
1,9813.1,0,48:23.2,02:28.3,3.37,00:00.0,0,17.5,970,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2182987,0.1493677,,,,,,
1,9824.3,0,48:26.6,02:28.8,3.36,00:00.0,0,17.5,971,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2182652,0.149213,,,,,,
1,9835.8,0,48:30.0,02:30.6,3.32,00:00.0,0,17.5,972,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2182271,0.1490565,,,,,,
1,9847,0,48:33.4,02:30.6,3.32,00:00.0,0,17,973,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2181877,0.1489053,,,,,,
1,9858.8,0,48:37.0,02:30.1,3.33,00:00.0,0,17.5,974,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2181509,0.1487424,,,,,,
1,9869.8,0,48:40.4,02:31.9,3.29,00:00.0,0,17.5,975,11,0,---,---,---,---,---,---,---,---,---,---,52.2181183,0.148591,,,,,,
1,9880.4,0,48:43.8,02:34.3,3.24,00:00.0,0,17.5,976,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2180832,0.148447,,,,,,
